[atlas] worker 0/3: label --net porcelain=runs/porc_w-p0905-2038/checkpoints/ckpt-000000.pt --rounds 0-1 --sims 4096 --slots 256 --part 0/3 --out data/cloud/opening/porcelain_r01_s4096.part0.npz --workers 1 --seed 1
[atlas] worker 1/3: label --net porcelain=runs/porc_w-p0905-2038/checkpoints/ckpt-000000.pt --rounds 0-1 --sims 4096 --slots 256 --part 1/3 --out data/cloud/opening/porcelain_r01_s4096.part1.npz --workers 1 --seed 2
[atlas] worker 2/3: label --net porcelain=runs/porc_w-p0905-2038/checkpoints/ckpt-000000.pt --rounds 0-1 --sims 4096 --slots 256 --part 2/3 --out data/cloud/opening/porcelain_r01_s4096.part2.npz --workers 1 --seed 3
[atlas] 3795 games, rounds 0-1: 28871 positions (14432 target-seat)
[atlas] 3795 games, rounds 0-1: 28871 positions (14372 target-seat)
[atlas] 3795 games, rounds 0-1: 28871 positions (14376 target-seat)
[atlas] net porcelain (runs/porc_w-p0905-2038/checkpoints/ckpt-000000.pt) on mps; 4096 sims, 256 slots; c_puct 1.4, chance_children 4
[atlas] net porcelain (runs/porc_w-p0905-2038/checkpoints/ckpt-000000.pt) on mps; 4096 sims, 256 slots; c_puct 1.4, chance_children 4
[atlas] net porcelain (runs/porc_w-p0905-2038/checkpoints/ckpt-000000.pt) on mps; 4096 sims, 256 slots; c_puct 1.4, chance_children 4
[atlas] 5228/28871 positions, 21,686,528 evals, 19,020/s, 19.0 min
[atlas] 5216/28871 positions, 21,713,408 evals, 19,042/s, 19.0 min
[atlas] 5482/28871 positions, 22,284,800 evals, 19,041/s, 19.5 min
[atlas] 5489/28871 positions, 22,197,248 evals, 18,968/s, 19.5 min
[atlas] 5478/28871 positions, 22,223,360 evals, 18,990/s, 19.5 min
[atlas] 5482/28871 positions, 22,795,264 evals, 18,990/s, 20.0 min
[atlas] 5489/28871 positions, 22,708,992 evals, 18,921/s, 20.0 min
[atlas] 5478/28871 positions, 22,733,824 evals, 18,940/s, 20.0 min
[atlas] 5746/28871 positions, 23,289,088 evals, 18,929/s, 20.5 min
[atlas] 5751/28871 positions, 23,202,560 evals, 18,860/s, 20.5 min
[atlas] 5738/28871 positions, 23,227,392 evals, 18,879/s, 20.5 min
[atlas] 5746/28871 positions, 23,790,592 evals, 18,876/s, 21.0 min
[atlas] 5751/28871 positions, 23,707,904 evals, 18,812/s, 21.0 min
[atlas] 5738/28871 positions, 23,731,712 evals, 18,830/s, 21.0 min
[atlas] 6005/28871 positions, 24,304,896 evals, 18,836/s, 21.5 min
[atlas] 6012/28871 positions, 24,218,112 evals, 18,770/s, 21.5 min
[atlas] 5998/28871 positions, 24,244,480 evals, 18,790/s, 21.5 min
[atlas] 6005/28871 positions, 24,816,384 evals, 18,795/s, 22.0 min
[atlas] 6012/28871 positions, 24,732,416 evals, 18,733/s, 22.0 min
[atlas] 5998/28871 positions, 24,757,504 evals, 18,751/s, 22.0 min
[atlas] 6269/28871 positions, 25,328,640 evals, 18,757/s, 22.5 min
[atlas] 6272/28871 positions, 25,238,272 evals, 18,691/s, 22.5 min
[atlas] 6260/28871 positions, 25,265,920 evals, 18,711/s, 22.5 min
[atlas] 6269/28871 positions, 25,843,456 evals, 18,722/s, 23.0 min
[atlas] 6272/28871 positions, 25,756,928 evals, 18,661/s, 23.0 min
[atlas] 6260/28871 positions, 25,782,784 evals, 18,679/s, 23.0 min
[atlas] 6529/28871 positions, 26,310,400 evals, 18,654/s, 23.5 min
[atlas] 6520/28871 positions, 26,249,472 evals, 18,612/s, 23.5 min
[atlas] 6527/28871 positions, 26,221,312 evals, 18,592/s, 23.5 min
[atlas] 6529/28871 positions, 26,746,624 evals, 18,569/s, 24.0 min
[atlas] 6520/28871 positions, 26,690,560 evals, 18,530/s, 24.0 min
[atlas] 6531/28871 positions, 26,664,192 evals, 18,512/s, 24.0 min
[atlas] 6529/28871 positions, 27,249,152 evals, 18,531/s, 24.5 min
[atlas] 6520/28871 positions, 27,192,576 evals, 18,494/s, 24.5 min
[atlas] 6531/28871 positions, 27,166,208 evals, 18,475/s, 24.5 min
[atlas] 6787/28871 positions, 27,806,208 evals, 18,532/s, 25.0 min
[atlas] 6782/28871 positions, 27,750,144 evals, 18,495/s, 25.0 min
[atlas] 6792/28871 positions, 27,721,984 evals, 18,476/s, 25.0 min
[atlas] 7050/28871 positions, 28,442,368 evals, 18,584/s, 25.5 min
[atlas] 7042/28871 positions, 28,382,464 evals, 18,546/s, 25.5 min
[atlas] 7054/28871 positions, 28,354,816 evals, 18,527/s, 25.5 min
[atlas] 7050/28871 positions, 29,065,984 evals, 18,627/s, 26.0 min
[atlas] 7042/28871 positions, 29,007,104 evals, 18,590/s, 26.0 min
[atlas] 7054/28871 positions, 28,975,616 evals, 18,569/s, 26.0 min
[atlas] 7311/28871 positions, 29,710,848 evals, 18,681/s, 26.5 min
[atlas] 7305/28871 positions, 29,648,128 evals, 18,642/s, 26.5 min
[atlas] 7315/28871 positions, 29,615,616 evals, 18,621/s, 26.5 min
[atlas] 7311/28871 positions, 30,335,744 evals, 18,721/s, 27.0 min
[atlas] 7305/28871 positions, 30,273,280 evals, 18,682/s, 27.0 min
[atlas] 7315/28871 positions, 30,240,512 evals, 18,662/s, 27.0 min
[atlas] 7575/28871 positions, 30,991,104 evals, 18,777/s, 27.5 min
[atlas] 7572/28871 positions, 30,925,568 evals, 18,738/s, 27.5 min
[atlas] 7575/28871 positions, 30,892,800 evals, 18,718/s, 27.5 min
[atlas] 7575/28871 positions, 31,382,016 evals, 18,674/s, 28.0 min
[atlas] 7572/28871 positions, 31,318,784 evals, 18,637/s, 28.0 min
[atlas] 7575/28871 positions, 31,288,832 evals, 18,619/s, 28.0 min
[atlas] 7836/28871 positions, 31,859,456 evals, 18,626/s, 28.5 min
[atlas] 7833/28871 positions, 31,791,872 evals, 18,587/s, 28.5 min
[atlas] 7840/28871 positions, 31,763,968 evals, 18,570/s, 28.5 min
[atlas] 7836/28871 positions, 32,314,112 evals, 18,566/s, 29.0 min
[atlas] 7833/28871 positions, 32,248,320 evals, 18,529/s, 29.0 min
[atlas] 7840/28871 positions, 32,223,744 evals, 18,514/s, 29.0 min
[atlas] 8100/28871 positions, 32,785,408 evals, 18,517/s, 29.5 min
[atlas] 8097/28871 positions, 32,716,032 evals, 18,479/s, 29.5 min
[atlas] 8099/28871 positions, 32,694,528 evals, 18,466/s, 29.5 min
[atlas] 8100/28871 positions, 33,253,120 evals, 18,469/s, 30.0 min
[atlas] 8097/28871 positions, 33,184,000 evals, 18,431/s, 30.0 min
[atlas] 8099/28871 positions, 33,164,800 evals, 18,420/s, 30.0 min
[atlas] 8358/28871 positions, 33,723,904 evals, 18,423/s, 30.5 min
[atlas] 8357/28871 positions, 33,650,176 evals, 18,383/s, 30.5 min
[atlas] 8361/28871 positions, 33,633,792 evals, 18,374/s, 30.5 min
[atlas] 8358/28871 positions, 34,208,768 evals, 18,386/s, 31.0 min
[atlas] 8357/28871 positions, 34,135,296 evals, 18,347/s, 31.0 min
[atlas] 8361/28871 positions, 34,120,704 evals, 18,340/s, 31.0 min
[atlas] 8620/28871 positions, 34,677,760 evals, 18,343/s, 31.5 min
[atlas] 8357/28871 positions, 34,602,496 evals, 18,303/s, 31.5 min
[atlas] 8361/28871 positions, 34,593,280 evals, 18,298/s, 31.5 min
[atlas] 8620/28871 positions, 35,159,296 evals, 18,307/s, 32.0 min
[atlas] 8619/28871 positions, 35,083,776 evals, 18,268/s, 32.0 min
[atlas] 8625/28871 positions, 35,073,024 evals, 18,262/s, 32.0 min
[atlas] 8620/28871 positions, 35,627,520 evals, 18,265/s, 32.5 min
[atlas] 8619/28871 positions, 35,552,000 evals, 18,227/s, 32.5 min
[atlas] 8625/28871 positions, 35,542,272 evals, 18,222/s, 32.5 min
[atlas] 8881/28871 positions, 36,110,848 evals, 18,232/s, 33.0 min
[atlas] 8880/28871 positions, 36,028,928 evals, 18,192/s, 33.0 min
[atlas] 8885/28871 positions, 36,023,552 evals, 18,189/s, 33.0 min
[atlas] 8881/28871 positions, 36,496,384 evals, 18,152/s, 33.5 min
[atlas] 8880/28871 positions, 36,423,680 evals, 18,117/s, 33.5 min
